Date,Product(ID#),Game,Country,Region,Gross Units Sold,Chargeback/Returns,Net Units Sold,Base Price,Sale Price,Currency,Gross Steam Sales (USD),Chargeback/Returns (USD),VAT/Tax (USD),Net Steam Sales (USD)
06-06-24,334595,Game 17,Italy,Western Europe,2,0,2,8.19,2.78,EUR,6.04,0,-1.0864,4.9536
06-06-24,334595,Game 17,Japan,Asia,3,0,3,1010,343,JPY,6.573,0,-0.594,5.979
06-06-24,334595,Game 17,Kuwait,Middle East,1,0,1,1.95,0.66,KWD,2.1483,0,0,2.1483
06-06-24,334595,Game 17,Kazakhstan,Central Asia,4,1,3,1850,629,KZT,5.6129,1.4,-0.4487,3.7642
06-06-24,334595,Game 17,Latvia,Eastern Europe,1,0,1,8.19,2.78,EUR,3.0199,0,-0.5214,2.4985
06-06-24,334595,Game 17,Mexico,Latin America,7,0,7,113.99,38.75,MXN,15.3537,0,-2.116,13.2377
06-06-24,334595,Game 17,Malaysia,South East Asia,1,0,1,23.5,7.99,MYR,1.7,0,-0.1255,1.5745
06-06-24,334595,Game 17,Netherlands,Western Europe,3,0,3,8.19,2.78,EUR,9.0524,0,-1.563,7.4894
06-06-24,334595,Game 17,Norway,Western Europe,1,0,1,72,24.48,NOK,2.3112,0,-0.4626,1.8486
06-06-24,334595,Game 17,New Zealand,Oceania,4,0,4,12.39,4.21,NZD,10.345,0,-1.3515,8.9935
06-06-24,334595,Game 17,Peru,Latin America,3,0,3,22,7.48,PEN,5.94,0,0,5.94
06-06-24,334595,Game 17,Poland,Eastern Europe,9,1,8,35.99,12.23,PLN,27.7693,3.0901,-4.6209,20.0583
06-06-24,334595,Game 17,Portugal,Western Europe,2,0,2,8.19,2.78,EUR,6.0266,0,-1.1273,4.8993
06-06-24,334595,Game 17,Romania,Eastern Europe,3,0,3,8.19,2.78,EUR,9.0489,0,-1.4322,7.6167
06-06-24,334595,Game 17,Russian Federation,Central Asia,40,0,40,259,88,RUB,39.5267,0,-6.5889,32.9378
06-06-24,334595,Game 17,Sweden,Western Europe,3,0,3,8.19,2.78,EUR,9.0619,0,-1.8254,7.2365
06-06-24,334595,Game 17,Thailand,South East Asia,2,0,2,189,64.26,THB,3.5111,0,-0.2295,3.2816
06-06-24,334595,Game 17,Ukraine,Central Asia,10,0,10,169,57,UAH,14.1161,0,-2.4766,11.6395
06-06-24,334595,Game 17,United States,North America,109,4,105,9.99,3.39,USD,386.69,13.81,-16.93,355.95
06-06-24,334595,Game 17,Uruguay,Latin America,1,0,1,229,77,UYU,1.97,0,0,1.97
06-06-24,334595,Game 17,South Africa,Africa,2,0,2,79,26.86,ZAR,2.8289,0,-0.3686,2.4603
06-06-24,334595,Game 17,United States,North America,1,0,1,9.99,3.39,USD,3.63,0,-0.24,3.39
06-06-24,334595,Game 17,Brazil,Latin America,4,0,4,20.69,7.03,BRL,5.3213,0,0,5.3213
06-06-24,334595,Game 17,Finland,Western Europe,1,0,1,8.19,2.78,EUR,3.0199,0,-0.5866,2.4333
06-06-24,334595,Game 17,France,Western Europe,1,0,1,8.19,2.78,EUR,3.0219,0,-0.5,2.5219
06-06-24,334595,Game 17,Russian Federation,Central Asia,1,0,1,259,88,RUB,0.9857,0,-0.1643,0.8214
06-06-24,334595,Game 17,Ukraine,Central Asia,1,0,1,169,57,UAH,1.4101,0,-0.2474,1.1627
06-06-24,334595,Game 17,United States,North America,2,0,2,9.99,3.39,USD,6.98,0,-0.2,6.78
06-06-24,357157,Game 66,Chile,Latin America,1,0,1,3300,1650,CLP,1.8087,0,-0.2883,1.5204
06-06-24,357157,Game 66,China,Asia,1,0,1,28,14,CNY,1.9291,0,0,1.9291
06-06-24,357157,Game 66,France,Western Europe,1,0,1,5.69,2.84,EUR,3.0852,0,-0.5106,2.5746
06-06-24,357157,Game 66,Japan,Asia,1,0,1,720,360,JPY,2.3,0,-0.2108,2.0892
06-06-24,357157,Game 66,Netherlands,Western Europe,1,0,1,5.69,2.84,EUR,3.0858,0,-0.5324,2.5534
06-06-24,357157,Game 66,Russian Federation,Central Asia,1,0,1,175,87,RUB,0.9799,0,-0.1633,0.8166
06-06-24,357157,Game 66,United States,North America,6,0,6,6.99,3.49,USD,21.62,0,-0.68,20.94
06-06-24,371469,Game 21,Australia,Oceania,1,0,1,35.95,7.19,AUD,4.7663,0,-0.4309,4.3354
06-06-24,371469,Game 21,Brazil,Latin America,2,0,2,47.49,9.49,BRL,3.5982,0,0,3.5982
06-06-24,371469,Game 21,Canada,North America,1,0,1,28.99,5.79,CAD,4.77,0,-0.547,4.223
06-06-24,371469,Game 21,Switzerland,Western Europe,1,0,1,25,5,CHF,5.5943,0,-0.414,5.1803
06-06-24,371469,Game 21,China,Asia,1,0,1,80,16,CNY,2.2063,0,0,2.2063
06-06-24,371469,Game 21,Germany,Western Europe,1,0,1,20.99,4.19,EUR,4.5552,0,-0.7284,3.8268
06-06-24,371469,Game 21,France,Western Europe,1,0,1,20.99,4.19,EUR,4.5547,0,-0.7609,3.7938
06-06-24,371469,Game 21,United Kingdom,Western Europe,2,0,2,19.49,3.89,GBP,9.9371,0,-1.6605,8.2766
06-06-24,371469,Game 21,India,South Asia,1,0,1,569,113,INR,1.3524,0,-0.2035,1.1489
06-06-24,371469,Game 21,Mexico,Latin America,1,0,1,233.99,46.79,MXN,2.5978,0,-0.3581,2.2397
06-06-24,371469,Game 21,Netherlands,Western Europe,1,0,1,20.99,4.19,EUR,4.5549,0,-0.7936,3.7613
06-06-24,371469,Game 21,Russian Federation,Central Asia,1,0,1,465,93,RUB,1.0421,0,-0.1737,0.8684
06-06-24,371469,Game 21,United States,North America,4,1,3,24.99,4.99,USD,20.98,5.38,-0.63,14.97
06-06-24,371469,Game 21,United Kingdom,Western Europe,1,0,1,19.49,3.89,GBP,4.968,0,-0.8301,4.1379
06-06-24,385513,Game 52,United Kingdom,Western Europe,1,0,1,7.19,2.15,GBP,2.7452,0,-0.4597,2.2855
06-06-24,385513,Game 52,Russian Federation,Central Asia,1,0,1,259,77,RUB,0.8628,0,-0.1438,0.719
06-06-24,404116,Game 65,Australia,Oceania,1,0,1,21.5,5.37,AUD,3.5599,0,-0.3248,3.2351
06-06-24,404116,Game 65,Brazil,Latin America,2,0,2,28.99,7.24,BRL,2.7383,0,0,2.7383
06-06-24,404116,Game 65,China,Asia,1,0,1,50,12.5,CNY,1.7236,0,0,1.7236
06-06-24,404116,Game 65,Spain,Western Europe,1,0,1,12.49,3.12,EUR,3.3899,0,-0.5867,2.8032
06-06-24,404116,Game 65,Finland,Western Europe,1,0,1,12.49,3.12,EUR,3.3914,0,-0.6522,2.7392
06-06-24,404116,Game 65,United Kingdom,Western Europe,2,0,2,11.39,2.84,GBP,7.2501,0,-1.1998,6.0503
06-06-24,404116,Game 65,Italy,Western Europe,1,0,1,12.49,3.12,EUR,3.39,0,-0.6085,2.7815
06-06-24,404116,Game 65,Kazakhstan,Central Asia,1,0,1,2400,600,KZT,1.3391,0,-0.1428,1.1963
06-06-24,404116,Game 65,Ukraine,Central Asia,1,0,1,229,57,UAH,1.4101,0,-0.2474,1.1627
06-06-24,404116,Game 65,United States,North America,8,2,6,14.99,3.74,USD,31.31,7.7,-1.17,22.44
06-06-24,404116,Game 65,United Kingdom,Western Europe,1,0,1,11.39,2.84,GBP,3.627,0,-0.6002,3.0268
06-06-24,432104,Game 43,Brazil,Latin America,1,0,1,10.89,2.72,BRL,0.5129,0,0,0.5129
06-06-24,432104,Game 43,China,Asia,1,0,1,22,5.5,CNY,0.7584,0,0,0.7584
06-06-24,579120,Game 26,Canada,North America,1,0,1,13.29,6.64,CAD,5.4245,0,-0.5833,4.8412
06-06-24,579120,Game 26,Germany,Western Europe,1,0,1,8.99,4.49,EUR,4.8793,0,-0.7824,4.0969
06-06-24,579120,Game 26,United States,North America,9,0,9,9.99,4.99,USD,47.03,0,-2.12,44.91
06-06-24,582893,Game 24,China,Asia,1,0,1,32,6.4,CNY,0.8825,0,0,0.8825
06-06-24,582893,Game 24,Germany,Western Europe,1,0,1,6.59,1.31,EUR,1.4235,0,-0.2282,1.1953
06-06-24,582893,Game 24,France,Western Europe,1,0,1,6.59,1.31,EUR,1.4242,0,-0.2392,1.185
06-06-24,582893,Game 24,Portugal,Western Europe,1,0,1,6.59,1.31,EUR,1.424,0,-0.2609,1.1631
06-06-24,582893,Game 24,Russian Federation,Central Asia,2,0,2,195,39,RUB,0.8744,0,-0.1457,0.7287
06-06-24,607243,Game 6,Canada,North America,1,0,1,13.29,6.64,CAD,5.4245,0,-0.5833,4.8412
06-06-24,607243,Game 6,United Kingdom,Western Europe,2,0,2,7.99,3.99,GBP,10.1828,0,-1.7099,8.4729
06-06-24,607243,Game 6,Italy,Western Europe,1,0,1,8.99,4.49,EUR,4.88,0,-0.8804,3.9996
06-06-24,607243,Game 6,United States,North America,4,0,4,9.99,4.99,USD,21.09,0,-1.13,19.96
06-06-24,607243,Game 6,United States,North America,1,0,1,9.99,4.99,USD,5.32,0,-0.33,4.99
06-06-24,607993,Game 30,Japan,Asia,1,0,1,720,244,JPY,1.5596,0,-0.1406,1.419
06-06-24,607996,Game 4,Australia,Oceania,1,0,1,14.5,5.8,AUD,3.85,0,-0.3518,3.4982
06-06-24,607996,Game 4,Mexico,Latin America,1,0,1,123.99,49.59,MXN,2.7533,0,-0.3798,2.3735
06-06-24,607996,Game 4,United States,North America,1,0,1,9.99,3.99,USD,4.23,0,-0.24,3.99
06-06-24,608002,Game 80,Saudi Arabia,Middle East,1,1,0,15.95,5.42,SAR,1.44,1.44,0,0
06-06-24,608002,Game 80,United States,North America,1,0,1,6.99,2.37,USD,2.37,0,0,2.37
06-06-24,609695,Game 49,Japan,Asia,1,0,1,720,244,JPY,1.5596,0,-0.1406,1.419
06-06-24,609695,Game 49,Netherlands,Western Europe,1,0,1,5.69,1.93,EUR,2.1,0,-0.3591,1.7409
06-06-24,609701,Game 91,Mexico,Latin America,1,0,1,82.49,28.04,MXN,1.5568,0,-0.2149,1.3419
06-06-24,613827,Game 15,United States,North America,1,0,1,9.99,4.99,USD,5.32,0,-0.33,4.99
06-06-24,613830,Game 19,Canada,North America,2,0,2,13.29,5.31,CAD,8.7926,0,-1.0498,7.7428
06-06-24,613830,Game 19,China,Asia,1,0,1,37,14.8,CNY,2.04,0,0,2.04
06-06-24,613830,Game 19,Germany,Western Europe,3,0,3,8.99,3.59,EUR,11.7075,0,-1.8589,9.8486
06-06-24,613830,Game 19,France,Western Europe,1,0,1,8.99,3.59,EUR,3.9,0,-0.6518,3.2482
06-06-24,613830,Game 19,United Kingdom,Western Europe,1,0,1,7.99,3.19,GBP,4.0713,0,-0.6764,3.3949
06-06-24,613830,Game 19,Poland,Eastern Europe,1,0,1,35.99,14.39,PLN,3.6356,0,-0.6796,2.956
06-06-24,613830,Game 19,Romania,Eastern Europe,1,0,1,8.99,3.59,EUR,3.9,0,-0.6192,3.2808
06-06-24,613830,Game 19,Russian Federation,Central Asia,1,0,1,259,103,RUB,1.154,0,-0.1924,0.9616
06-06-24,613830,Game 19,United States,North America,12,0,12,9.99,3.99,USD,50.27,0,-2.39,47.88
06-06-24,613830,Game 19,United States,North America,1,0,1,9.99,3.99,USD,3.99,0,0,3.99
06-06-24,613830,Game 19,Kazakhstan,Central Asia,1,0,1,1850,740,KZT,1.65,0,-0.1761,1.4739
06-06-24,657380,Game 58,Argentina,Latin America,1,0,1,14.99,5.09,USD,5.09,0,0,5.09
06-06-24,657380,Game 58,Brazil,Latin America,1,0,1,28.99,9.85,BRL,1.8576,0,0,1.8576
06-06-24,657380,Game 58,Germany,Western Europe,1,0,1,14.99,5.09,EUR,5.53,0,-0.88,4.65
06-06-24,657380,Game 58,United States,North America,2,0,2,14.99,5.09,USD,10.61,0,-0.43,10.18
06-06-24,685488,Game 58,Canada,North America,1,0,1,3.39,1.15,CAD,0.8822,0,-0.0437,0.8385
06-06-24,685488,Game 58,United States,North America,1,0,1,2.99,1.01,USD,1.01,0,0,1.01
06-06-24,686204,Game 45,Canada,North America,1,0,1,11.49,5.74,CAD,4.6881,0,-0.5031,4.185
06-06-24,686204,Game 45,United Kingdom,Western Europe,1,0,1,7.19,3.59,GBP,4.58,0,-0.7655,3.8145
06-06-24,686204,Game 45,United States,North America,5,0,5,9.99,4.99,USD,26.64,0,-1.69,24.95
06-06-24,686204,Game 45,United States,North America,1,0,1,9.99,4.99,USD,5.32,0,-0.33,4.99
06-06-24,688492,Game 12,Finland,Western Europe,1,0,1,20.99,8.39,EUR,9.1197,0,-1.7609,7.3588
06-06-24,688492,Game 12,Hong Kong,Asia,1,0,1,109,43.6,HKD,5.5763,0,0,5.5763
06-06-24,688492,Game 12,United States,North America,3,0,3,24.99,9.99,USD,30.42,0,-0.45,29.97
06-06-24,691449,Game 7,Belgium,Western Europe,1,0,1,33.99,22.09,EUR,23.9987,0,-4.1609,19.8378
06-06-24,691449,Game 7,Bolivia,Latin America,1,0,1,39.99,25.99,USD,25.99,0,0,25.99
06-06-24,691449,Game 7,Brazil,Latin America,3,1,2,75.49,49.06,BRL,27.8,9.25,0,18.55
06-06-24,691449,Game 7,Canada,North America,1,0,1,45.49,29.56,CAD,22.6308,0,-1.079,21.5518
06-06-24,691449,Game 7,Switzerland,Western Europe,1,0,1,39.5,25.67,CHF,28.6725,0,-2.1446,26.5279
06-06-24,691449,Game 7,Germany,Western Europe,4,0,4,33.99,22.09,EUR,96.0182,0,-15.3437,80.6745
06-06-24,691449,Game 7,Denmark,Western Europe,1,0,1,33.99,22.09,EUR,23.9992,0,-4.802,19.1972
06-06-24,691449,Game 7,United Kingdom,Western Europe,5,0,5,30.99,20.14,GBP,128.58,0,-21.4512,107.1288
06-06-24,691449,Game 7,Japan,Asia,3,0,3,4100,2665,JPY,51.0796,0,-4.6384,46.4412
06-06-24,691449,Game 7,Mexico,Latin America,2,0,2,367.99,239.19,MXN,27.2,0,-3.7516,23.4484
06-06-24,691449,Game 7,Russian Federation,Central Asia,1,0,1,725,471,RUB,5.2764,0,-0.8794,4.397
06-06-24,691449,Game 7,Slovakia (Slovak Republic),Eastern Europe,1,0,1,33.99,22.09,EUR,24.0101,0,-3.9999,20.0102
06-06-24,691449,Game 7,United States,North America,46,0,46,39.99,25.99,USD,1247.83,0,-52.29,1195.54
06-06-24,691449,Game 7,Austria,Western Europe,1,0,1,33.99,22.09,EUR,24.0101,0,-3.9999,20.0102
06-06-24,691449,Game 7,New Zealand,Oceania,1,0,1,49.99,32.49,NZD,19.8686,0,-2.5929,17.2757
06-06-24,691449,Game 7,United States,North America,2,0,2,39.99,25.99,USD,54.29,0,-2.31,51.98
06-06-24,691449,Game 7,Brazil,Latin America,1,0,1,75.49,49.06,BRL,9.25,0,0,9.25
06-06-24,691449,Game 7,United States,North America,1,0,1,39.99,25.99,USD,27.61,0,-1.62,25.99
06-06-24,724124,Game 5,Belgium,Western Europe,1,0,1,19.5,9.75,EUR,10.54,0,-1.8269,8.7131
06-06-24,724124,Game 5,France,Western Europe,1,0,1,19.5,9.75,EUR,10.6,0,-1.7721,8.8279
06-06-24,724124,Game 5,United Kingdom,Western Europe,3,0,3,16.75,8.37,GBP,32.06,0,-5.3626,26.6974
06-06-24,724124,Game 5,United States,North America,6,0,6,19.99,9.99,USD,62.96,0,-3.02,59.94
06-06-24,729344,Game 96,Canada,North America,1,0,1,11.49,5.74,CAD,4.6881,0,-0.5031,4.185
06-06-24,729344,Game 96,United States,North America,8,1,7,9.99,4.99,USD,41.8,5.46,-1.41,34.93
06-06-24,729344,Game 96,Brazil,Latin America,1,0,1,20.69,10.34,BRL,1.96,0,0,1.96
06-06-24,729344,Game 96,United States,North America,2,0,2,9.99,4.99,USD,10.71,0,-0.73,9.98
06-06-24,732502,Game 13,Australia,Oceania,1,1,0,13.19,10.55,AUD,7.0022,6.99,-0.0011,0.0111
06-06-24,732502,Game 13,United States,North America,1,0,1,8.99,7.19,USD,7.8,0,-0.61,7.19
06-06-24,756570,Game 61,Canada,North America,2,0,2,11.49,5.74,CAD,9.0881,0,-0.7147,8.3734
06-06-24,756570,Game 61,China,Asia,1,0,1,37,18.5,CNY,2.5496,0,0,2.5496
06-06-24,756570,Game 61,Germany,Western Europe,2,0,2,8.99,4.49,EUR,9.7592,0,-1.5649,8.1943
06-06-24,756570,Game 61,Japan,Asia,1,0,1,1010,505,JPY,3.23,0,-0.2942,2.9358
06-06-24,756570,Game 61,Mexico,Latin America,1,0,1,113.99,56.99,MXN,3.24,0,-0.4469,2.7931
06-06-24,756570,Game 61,Netherlands,Western Europe,1,0,1,8.99,4.49,EUR,4.8773,0,-0.8473,4.03
06-06-24,756570,Game 61,United States,North America,4,0,4,9.99,4.99,USD,20.78,0,-0.82,19.96
06-06-24,756570,Game 61,United States,North America,1,0,1,9.99,4.99,USD,5.32,0,-0.33,4.99
06-06-24,762793,Game 62,Ireland,Western Europe,1,0,1,24.5,14.7,EUR,15.9694,0,-2.9875,12.9819
06-06-24,762793,Game 62,United States,North America,2,0,2,24.99,14.99,USD,31.86,0,-1.88,29.98
06-06-24,804427,Game 63,United Kingdom,Western Europe,1,0,1,16.75,13.4,GBP,17.11,0,-2.8474,14.2626
06-06-24,804427,Game 63,United States,North America,4,0,4,19.99,15.99,USD,66.34,0,-2.38,63.96
06-06-24,885640,Game 67,Australia,Oceania,1,0,1,14.5,7.25,AUD,4.8056,0,-0.4375,4.3681
06-06-24,885640,Game 67,Chile,Latin America,1,0,1,5750,2875,CLP,3.1249,0,-0.4989,2.626
06-06-24,885640,Game 67,United Kingdom,Western Europe,1,0,1,8.5,4.25,GBP,5.424,0,-0.9061,4.5179
06-06-24,885640,Game 67,United States,North America,1,0,1,9.99,4.99,USD,5.34,0,-0.35,4.99
06-06-24,988928,Game 97,Australia,Oceania,2,1,1,10.25,8.2,AUD,10.88,5.44,-0.4976,4.9424
06-06-24,988928,Game 97,Germany,Western Europe,1,0,1,6.89,5.51,EUR,5.9901,0,-0.9567,5.0334
06-06-24,988928,Game 97,Denmark,Western Europe,1,0,1,6.89,5.51,EUR,5.986,0,-1.195,4.791
06-06-24,988928,Game 97,Netherlands,Western Europe,1,0,1,6.89,5.51,EUR,5.9897,0,-1.0436,4.9461
06-06-24,988928,Game 97,Russian Federation,Central Asia,1,0,1,280,224,RUB,2.51,0,-0.4183,2.0917
06-06-24,988928,Game 97,Singapore,South East Asia,1,0,1,7.5,6,SGD,4.4487,0,-0.3707,4.078
06-06-24,988928,Game 97,United States,North America,5,0,5,6.99,5.59,USD,29.72,0,-1.77,27.95
06-06-24,988931,Game 94,Brazil,Latin America,1,0,1,23.5,18.8,BRL,3.563,0,0,3.563
06-06-24,988931,Game 94,Denmark,Western Europe,1,0,1,6.89,5.51,EUR,5.986,0,-1.195,4.791
06-06-24,988931,Game 94,United States,North America,2,0,2,6.99,5.59,USD,11.99,0,-0.81,11.18
06-06-24,988934,Game 48,Mexico,Latin America,1,0,1,123.99,99.19,MXN,5.5071,0,-0.7595,4.7476
06-06-24,988937,Game 47,Denmark,Western Europe,1,0,1,9.75,7.8,EUR,8.4739,0,-1.6948,6.7791
06-06-24,988937,Game 47,United Kingdom,Western Europe,1,0,1,8.5,6.8,GBP,8.68,0,-1.4424,7.2376
06-06-24,988937,Game 47,Mexico,Latin America,1,0,1,123.99,99.19,MXN,5.5071,0,-0.7595,4.7476
06-06-24,988937,Game 47,United States,North America,3,0,3,9.99,7.99,USD,25.23,0,-1.26,23.97
06-06-24,52673,Game 18,Russian Federation,Central Asia,2,0,2,400,40,RUB,0.8969,0,-0.1495,0.7474
06-06-24,52673,Game 18,Taiwan,Asia,1,0,1,208,21,TWD,0.6481,0,-0.0309,0.6172
06-06-24,52679,Game 37,Russian Federation,Central Asia,3,0,3,400,22.4,RUB,0.7532,0,-0.1254,0.6278
06-06-24,52679,Game 37,Taiwan,Asia,1,0,1,208,12,TWD,0.3704,0,-0.0309,0.3395
06-06-24,52682,Game 83,Russian Federation,Central Asia,3,0,3,400,22.4,RUB,0.7528,0,-0.1253,0.6275
06-06-24,52682,Game 83,Taiwan,Asia,1,0,1,208,12,TWD,0.3704,0,-0.0309,0.3395
06-06-24,52825,Game 69,Russian Federation,Central Asia,3,0,3,400,22.4,RUB,0.7528,0,-0.1253,0.6275
06-06-24,52825,Game 69,Taiwan,Asia,1,0,1,208,12,TWD,0.3704,0,-0.0309,0.3395
06-06-24,64337,Game 27,Russian Federation,Central Asia,4,0,4,400,22.4,RUB,1.0038,0,-0.1671,0.8367
06-06-24,64337,Game 27,Taiwan,Asia,1,0,1,208,12,TWD,0.3704,0,-0.0309,0.3395
06-06-24,64339,Game 54,Russian Federation,Central Asia,3,0,3,400,22.4,RUB,0.7532,0,-0.1254,0.6278
06-06-24,64339,Game 54,Taiwan,Asia,1,0,1,208,12,TWD,0.3704,0,-0.0309,0.3395
06-06-24,81702,Game 82,Russian Federation,Central Asia,4,0,4,470.74,26.3,RUB,1.1787,0,-0.1963,0.9824
06-06-24,81702,Game 82,Taiwan,Asia,1,0,1,208,12,TWD,0.3704,0,-0.0309,0.3395
06-06-24,39815,Game 75,Russian Federation,Central Asia,3,0,3,400,22.4,RUB,0.753,0,-0.1254,0.6276
06-06-24,52670,Game 2,Russian Federation,Central Asia,4,0,4,400,22.4,RUB,1.004,0,-0.1672,0.8368
06-06-24,52828,Game 34,Russian Federation,Central Asia,4,0,4,400,22.4,RUB,1.004,0,-0.1672,0.8368
06-06-24,52831,Game 33,Russian Federation,Central Asia,4,0,4,400,22.4,RUB,1.004,0,-0.1672,0.8368
06-06-24,52834,Game 68,Russian Federation,Central Asia,4,0,4,400,22.4,RUB,1.004,0,-0.1672,0.8368
06-06-24,53223,Game 3,Russian Federation,Central Asia,3,0,3,400,22.4,RUB,0.753,0,-0.1254,0.6276
06-06-24,53226,Game 29,Russian Federation,Central Asia,2,0,2,400,22.4,RUB,0.502,0,-0.0836,0.4184
06-06-24,53229,Game 40,Russian Federation,Central Asia,3,0,3,400,22.4,RUB,0.753,0,-0.1254,0.6276
06-06-24,53235,Game 78,Russian Federation,Central Asia,2,0,2,400,22.4,RUB,0.5024,0,-0.0837,0.4187
06-06-24,53238,Game 79,Russian Federation,Central Asia,3,0,3,400,22.4,RUB,0.753,0,-0.1254,0.6276
06-06-24,53241,Game 89,Russian Federation,Central Asia,3,0,3,400,22.4,RUB,0.753,0,-0.1254,0.6276
06-06-24,81706,Game 88,Russian Federation,Central Asia,2,0,2,471,26,RUB,0.583,0,-0.0971,0.4859
06-06-24,39496,Game 72,Australia,Oceania,2,0,2,8.5,1.7,AUD,2.255,0,-0.1989,2.0561
06-06-24,39496,Game 72,Belgium,Western Europe,3,0,3,5.99,1.19,EUR,3.88,0,-0.6847,3.1953
06-06-24,39496,Game 72,Brazil,Latin America,9,0,9,11.99,2.39,BRL,4.0662,0,0,4.0662
06-06-24,39496,Game 72,Canada,North America,6,0,6,6.49,1.3,CAD,6.3426,0,-0.6627,5.6799
06-06-24,39496,Game 72,Chile,Latin America,1,0,1,3500,700,CLP,0.7607,0,-0.1217,0.639
06-06-24,39496,Game 72,China,Asia,1,0,1,25,5,CNY,0.6888,0,0,0.6888
06-06-24,39496,Game 72,Colombia,Latin America,1,0,1,14300,2860,COP,0.7241,0,-0.1157,0.6084
06-06-24,39496,Game 72,Czech Republic,Eastern Europe,1,0,1,5.99,1.19,EUR,1.2869,0,-0.2271,1.0598
06-06-24,39496,Game 72,Germany,Western Europe,15,1,14,5.99,1.19,EUR,19.3906,1.2938,-2.8895,15.2073
06-06-24,39496,Game 72,Denmark,Western Europe,3,0,3,5.99,1.19,EUR,3.8798,0,-0.7824,3.0974
06-06-24,39496,Game 72,Estonia,Eastern Europe,1,0,1,5.99,1.19,EUR,1.2868,0,-0.2271,1.0597
06-06-24,39496,Game 72,France,Western Europe,3,0,3,5.99,1.19,EUR,3.8785,0,-0.6518,3.2267
06-06-24,39496,Game 72,United Kingdom,Western Europe,8,0,8,4.79,0.95,GBP,9.6987,0,-1.6332,8.0655
06-06-24,39496,Game 72,Hong Kong,Asia,1,0,1,48,9.6,HKD,1.2283,0,0,1.2283
06-06-24,39496,Game 72,Hungary,Eastern Europe,1,0,1,5.99,1.19,EUR,1.2928,0,-0.2716,1.0212
06-06-24,39496,Game 72,Indonesia,South East Asia,2,0,2,55999,11199,IDR,1.3747,0,-0.1363,1.2384
06-06-24,39496,Game 72,Israel,Middle East,1,0,1,21.95,4.38,ILS,1.1783,0,0,1.1783
06-06-24,39496,Game 72,India,South Asia,1,0,1,299,59,INR,0.7058,0,-0.1077,0.5981
06-06-24,39496,Game 72,Japan,Asia,1,0,1,598,119,JPY,0.7579,0,-0.0701,0.6878
06-06-24,39496,Game 72,Korea Republic of,Asia,7,0,7,6500,1300,KRW,6.6461,0,-0.6134,6.0327
06-06-24,39496,Game 72,Mexico,Latin America,1,0,1,65.99,13.19,MXN,0.7496,0,-0.1034,0.6462
06-06-24,39496,Game 72,Netherlands,Western Europe,14,0,14,5.99,1.19,EUR,18.0996,0,-3.1941,14.9055
06-06-24,39496,Game 72,Norway,Western Europe,1,0,1,40,8,NOK,0.753,0,-0.1506,0.6024
06-06-24,39496,Game 72,New Zealand,Oceania,1,0,1,7.39,1.47,NZD,0.9068,0,-0.1172,0.7896
06-06-24,39496,Game 72,Russian Federation,Central Asia,4,0,4,149,29.6,RUB,1.3269,0,-0.221,1.1059
06-06-24,39496,Game 72,Sweden,Western Europe,3,0,3,5.99,1.19,EUR,3.8793,0,-0.7824,3.0969
06-06-24,39496,Game 72,United States,North America,88,3,85,5.99,1.19,USD,109.94,3.69,-5.1,101.15
06-06-24,39496,Game 72,Viet Nam,South East Asia,1,0,1,80000,16000,VND,0.6286,0,0,0.6286
06-06-24,39496,Game 72,Australia,Oceania,1,0,1,8.5,1.7,AUD,1.1285,0,-0.0996,1.0289
06-06-24,39496,Game 72,Canada,North America,1,0,1,6.49,1.3,CAD,0.999,0,-0.051,0.948
06-06-24,39496,Game 72,United Kingdom,Western Europe,1,0,1,4.79,0.95,GBP,1.2121,0,-0.2041,1.008
06-06-24,39496,Game 72,United States,North America,1,0,1,5.99,1.19,USD,1.28,0,-0.09,1.19
06-06-24,39496,Game 72,China,Asia,1,0,1,25,5,CNY,0.6892,0,0,0.6892
06-06-24,39496,Game 72,Germany,Western Europe,1,0,1,5.99,1.19,EUR,1.2925,0,-0.2064,1.0861
06-06-24,39496,Game 72,United Kingdom,Western Europe,1,0,1,4.79,0.95,GBP,1.213,0,-0.2043,1.0087
06-06-24,39496,Game 72,Hungary,Eastern Europe,1,0,1,5.99,1.19,EUR,1.2938,0,-0.2718,1.022
06-06-24,39496,Game 72,United States,North America,1,0,1,5.99,1.19,USD,1.26,0,-0.07,1.19
06-06-24,39499,Game 70,Austria,Western Europe,1,0,1,9.99,1.99,EUR,2.1628,0,-0.3587,1.8041
06-06-24,39499,Game 70,Australia,Oceania,2,0,2,14.5,2.9,AUD,3.8469,0,-0.3449,3.502
06-06-24,39499,Game 70,Belgium,Western Europe,3,0,3,9.99,1.99,EUR,6.4884,0,-1.1411,5.3473
06-06-24,39499,Game 70,Brazil,Latin America,9,0,9,19.99,3.99,BRL,6.788,0,0,6.788
06-06-24,39499,Game 70,Canada,North America,6,0,6,10.99,2.19,CAD,10.6536,0,-1.0851,9.5685
06-06-24,39499,Game 70,Chile,Latin America,1,0,1,5500,1100,CLP,1.1954,0,-0.1913,1.0041
06-06-24,39499,Game 70,China,Asia,1,0,1,36,7.2,CNY,0.992,0,0,0.992
06-06-24,39499,Game 70,Colombia,Latin America,1,0,1,23500,4700,COP,1.1901,0,-0.1899,1.0002
